EmployeeID,EmployeeCode,Gender,Age,Department,JobRole,MonthlySalary,HireDate,YearsAtCompany,PerformanceRating,JobSatisfaction,Attrition,Education,Overtime,City
253,EMP0253,Female,41,Finance,Accountant,5662,2010-07-27,16,4,5,No,Master,Yes,Gdansk
254,EMP0254,Male,37,Sales,Sales Rep,7034,2008-06-29,18,1,1,No,High School,No,Gdansk
255,EMP0255,Male,38,Finance,Financial Analyst,4869,2023-09-06,2,3,1,No,Bachelor,Yes,Ternopil
256,EMP0256,Female,36,Finance,Accountant,4448,2016-08-08,9,2,1,No,Bachelor,No,Kyiv
257,EMP0257,Male,21,HR,HR Specialist,6184,2023-07-24,3,4,3,No,High School,No,Lviv
258,EMP0258,Male,42,HR,HR Specialist,16723,2018-06-01,8,4,3,No,Bachelor,No,Kyiv
259,EMP0259,Male,52,Finance,Financial Analyst,17579,2010-01-30,16,5,2,No,Bachelor,No,Kyiv
260,EMP0260,Male,23,Marketing,Marketing Specialist,17568,2018-11-13,7,1,2,Yes,Master,No,Gdansk
261,EMP0261,Female,35,IT,Data Analyst,8772,2024-10-19,1,2,4,No,Master,Yes,Ternopil
262,EMP0262,Male,46,Sales,Sales Rep,4629,2021-04-07,5,4,3,No,Master,Yes,Gdansk
263,EMP0263,Female,60,Sales,Sales Manager,7474,2020-03-03,6,4,3,No,Master,Yes,Lviv
264,EMP0264,Male,55,IT,Data Analyst,9175,2013-07-20,13,1,3,Yes,High School,No,Ternopil
265,EMP0265,Female,52,Sales,Sales Rep,4481,2010-04-03,16,2,3,Yes,Bachelor,Yes,Gdansk
266,EMP0266,Male,53,Operations,Coordinator,5687,2012-06-19,14,4,1,No,High School,Yes,Gdansk
267,EMP0267,Female,41,Operations,Coordinator,16620,2019-03-04,7,4,3,No,Master,No,Lviv
268,EMP0268,Male,30,Sales,Sales Rep,5231,2021-10-04,4,2,4,No,Master,No,Kyiv
269,EMP0269,Female,50,Marketing,Marketing Specialist,7841,2019-12-12,6,1,1,No,High School,No,Kyiv
270,EMP0270,Male,43,IT,BI Developer,9992,2022-06-14,4,5,1,No,Master,Yes,Kyiv
271,EMP0271,Male,27,Finance,Financial Analyst,11070,2008-10-25,17,1,2,Yes,Bachelor,Yes,Lviv
272,EMP0272,Male,58,IT,Data Analyst,13102,2014-01-23,12,3,1,Yes,Bachelor,Yes,Gdansk
273,EMP0273,Male,50,IT,Data Analyst,4329,2016-05-30,10,2,5,No,High School,No,Gdansk
274,EMP0274,Female,34,Sales,Sales Manager,6566,2013-05-05,13,3,3,No,Bachelor,Yes,Lviv
275,EMP0275,Female,24,Operations,Coordinator,4937,2011-01-04,15,3,4,No,Master,Yes,Lviv
276,EMP0276,Female,55,Operations,Coordinator,16303,2014-01-30,12,4,3,No,High School,No,Gdansk
277,EMP0277,Male,22,HR,HR Specialist,16782,2026-02-16,0,3,1,No,High School,No,Lviv
278,EMP0278,Male,38,IT,Data Analyst,12243,2018-08-29,7,1,2,No,Master,No,Lviv
279,EMP0279,Female,58,IT,Data Analyst,3962,2008-02-22,18,3,5,No,Bachelor,Yes,Gdansk
280,EMP0280,Male,26,Marketing,Marketing Specialist,4420,2020-11-21,5,2,5,No,Bachelor,No,Kyiv
281,EMP0281,Male,41,HR,HR Specialist,4475,2022-02-06,4,1,2,No,High School,Yes,Kyiv
282,EMP0282,Female,58,Marketing,Marketing Specialist,5155,2024-01-20,2,3,3,No,Bachelor,Yes,Gdansk
283,EMP0283,Male,56,Operations,Coordinator,14863,2006-02-22,20,5,3,No,High School,Yes,Gdansk
284,EMP0284,Male,57,HR,HR Specialist,9915,2022-05-01,4,5,1,No,High School,No,Lviv
285,EMP0285,Female,25,Operations,Coordinator,7399,2011-05-22,15,3,3,No,High School,Yes,Ternopil
286,EMP0286,Male,25,Finance,Accountant,9242,2018-04-15,8,3,1,Yes,Bachelor,No,Gdansk
287,EMP0287,Female,45,Operations,Coordinator,9254,2020-12-31,5,5,4,Yes,Master,Yes,Lviv
288,EMP0288,Male,41,Finance,Accountant,7778,2025-03-01,1,1,1,No,Bachelor,No,Lviv
289,EMP0289,Female,59,Operations,Coordinator,13553,2009-06-16,17,4,1,No,High School,Yes,Gdansk
290,EMP0290,Male,33,IT,Data Analyst,10205,2023-02-11,3,5,5,No,High School,No,Ternopil
291,EMP0291,Female,30,IT,Data Analyst,4393,2025-01-09,1,3,1,No,Bachelor,No,Gdansk
292,EMP0292,Male,39,IT,Data Analyst,4842,2026-04-15,0,4,1,No,Master,No,Gdansk
293,EMP0293,Female,32,Operations,Coordinator,9578,2023-09-05,2,4,3,No,Master,Yes,Ternopil
294,EMP0294,Female,57,Finance,Financial Analyst,4509,2018-04-07,8,2,1,Yes,High School,No,Gdansk
295,EMP0295,Female,54,Marketing,Marketing Specialist,10358,2009-07-02,17,5,4,No,Bachelor,No,Ternopil
296,EMP0296,Male,28,Sales,Sales Manager,15905,2024-11-14,1,4,2,No,Bachelor,Yes,Lviv
297,EMP0297,Female,33,Sales,Sales Manager,16976,2023-08-15,2,2,5,No,Master,Yes,Kyiv
298,EMP0298,Female,54,Finance,Financial Analyst,11006,2009-02-17,17,1,5,No,High School,No,Kyiv
299,EMP0299,Male,27,Finance,Accountant,12719,2021-10-13,4,1,3,No,Master,No,Ternopil
300,EMP0300,Female,23,Finance,Financial Analyst,6321,2007-09-26,18,3,4,No,High School,No,Kyiv
301,EMP0301,Female,38,Finance,Financial Analyst,9602,2019-07-06,7,1,3,No,Master,No,Gdansk
302,EMP0302,Female,49,Operations,Coordinator,16181,2019-05-24,7,3,3,No,High School,Yes,Lviv
303,EMP0303,Female,24,Finance,Accountant,11942,2012-11-26,13,2,1,No,High School,No,Lviv
304,EMP0304,Male,24,Marketing,Marketing Specialist,7587,2021-04-23,5,1,4,Yes,Master,Yes,Ternopil
305,EMP0305,Male,22,HR,HR Specialist,7463,2010-01-11,16,3,4,No,Master,Yes,Gdansk
306,EMP0306,Female,26,Marketing,Marketing Specialist,8170,2015-05-10,11,1,4,Yes,Bachelor,Yes,Lviv
307,EMP0307,Female,53,Operations,Coordinator,3828,2020-03-15,6,1,4,No,High School,Yes,Kyiv
308,EMP0308,Female,48,IT,BI Developer,9668,2007-02-28,19,3,4,No,Bachelor,No,Ternopil
309,EMP0309,Male,53,Operations,Coordinator,14352,2008-06-11,18,3,5,No,High School,No,Ternopil
310,EMP0310,Female,38,Operations,Coordinator,13995,2011-07-01,15,3,3,No,High School,No,Lviv
311,EMP0311,Female,41,IT,Support,14653,2019-07-02,7,2,1,No,Master,No,Gdansk
312,EMP0312,Male,42,Finance,Financial Analyst,15403,2024-10-04,1,2,5,No,High School,No,Ternopil
313,EMP0313,Female,27,IT,Support,11213,2009-05-02,17,2,3,No,Bachelor,No,Kyiv
314,EMP0314,Female,42,IT,BI Developer,9589,2019-02-24,7,3,5,No,Master,Yes,Gdansk
315,EMP0315,Male,45,Sales,Sales Rep,12180,2011-04-25,15,3,4,Yes,Bachelor,Yes,Lviv
316,EMP0316,Male,41,HR,HR Specialist,17629,2007-12-12,18,2,1,No,Master,Yes,Ternopil
317,EMP0317,Female,34,Operations,Coordinator,15971,2025-12-10,0,2,5,No,Master,Yes,Lviv
318,EMP0318,Female,48,Marketing,Marketing Specialist,11321,2005-12-27,20,4,1,Yes,High School,Yes,Ternopil
319,EMP0319,Male,21,Sales,Sales Manager,13767,2010-04-27,16,2,2,No,Master,Yes,Kyiv
320,EMP0320,Male,40,Finance,Financial Analyst,8264,2021-06-27,5,4,5,No,High School,No,Gdansk
321,EMP0321,Female,33,Operations,Coordinator,6201,2015-11-24,10,4,1,No,Bachelor,Yes,Lviv
322,EMP0322,Male,28,Operations,Coordinator,9506,2007-11-18,18,1,4,No,High School,Yes,Kyiv
323,EMP0323,Male,28,Operations,Coordinator,10328,2006-07-24,20,4,4,Yes,High School,No,Gdansk
324,EMP0324,Male,40,Operations,Coordinator,10395,2019-08-10,6,1,5,No,High School,Yes,Gdansk
325,EMP0325,Male,52,Sales,Sales Rep,6754,2017-06-03,9,5,2,No,High School,Yes,Ternopil
326,EMP0326,Male,56,Operations,Coordinator,11632,2017-05-10,9,2,4,No,Bachelor,Yes,Kyiv
327,EMP0327,Female,30,Operations,Coordinator,4975,2022-10-10,3,5,1,Yes,Master,Yes,Gdansk
328,EMP0328,Male,32,HR,HR Specialist,17821,2012-07-07,14,1,3,No,High School,No,Gdansk
329,EMP0329,Male,29,Operations,Coordinator,14368,2023-07-07,3,2,3,No,Master,No,Kyiv
330,EMP0330,Female,46,HR,HR Specialist,10979,2021-06-02,5,3,4,No,Master,Yes,Kyiv
331,EMP0331,Male,47,IT,Support,13178,2025-05-09,1,4,5,No,Bachelor,No,Ternopil
332,EMP0332,Female,28,Marketing,Marketing Specialist,10238,2021-11-25,4,4,1,Yes,Master,No,Kyiv
333,EMP0333,Male,48,Operations,Coordinator,14341,2015-11-09,10,2,4,No,High School,No,Lviv
334,EMP0334,Male,53,Marketing,Marketing Specialist,17407,2025-09-03,0,4,4,No,Bachelor,No,Ternopil
335,EMP0335,Male,56,IT,BI Developer,14040,2018-07-06,8,4,4,No,Bachelor,No,Gdansk
336,EMP0336,Female,41,Marketing,Marketing Specialist,5444,2023-11-17,2,4,1,Yes,Master,No,Kyiv
337,EMP0337,Female,53,Marketing,Marketing Specialist,12713,2023-09-24,2,2,4,No,Master,Yes,Lviv
338,EMP0338,Female,44,Finance,Financial Analyst,15229,2008-09-19,17,4,1,Yes,High School,Yes,Kyiv
339,EMP0339,Female,27,HR,HR Specialist,4250,2006-03-07,20,2,4,No,High School,No,Kyiv
340,EMP0340,Female,34,HR,HR Specialist,10988,2020-05-30,6,2,3,Yes,Master,Yes,Kyiv
341,EMP0341,Male,52,Finance,Financial Analyst,3571,2007-11-18,18,5,1,No,Master,No,Lviv
342,EMP0342,Female,59,Operations,Coordinator,13431,2022-06-07,4,3,5,No,Master,Yes,Ternopil
343,EMP0343,Male,29,Finance,Financial Analyst,10262,2016-12-12,9,5,5,No,High School,No,Lviv
344,EMP0344,Female,29,IT,Data Analyst,15139,2007-03-08,19,2,5,No,High School,No,Kyiv
345,EMP0345,Female,55,HR,HR Specialist,8184,2007-10-15,18,4,1,No,Bachelor,Yes,Gdansk
346,EMP0346,Female,31,IT,Data Analyst,8195,2025-04-18,1,3,2,Yes,High School,No,Lviv
347,EMP0347,Male,60,Marketing,Marketing Specialist,17721,2014-12-13,11,5,2,No,Master,Yes,Ternopil
348,EMP0348,Female,41,Operations,Coordinator,12546,2014-01-15,12,1,1,No,Bachelor,No,Lviv
349,EMP0349,Male,33,Operations,Coordinator,8319,2007-10-28,18,4,2,Yes,Bachelor,Yes,Kyiv
350,EMP0350,Female,29,Finance,Accountant,6136,2013-03-12,13,5,3,Yes,Master,No,Lviv
351,EMP0351,Male,60,Sales,Sales Rep,17314,2015-09-30,10,3,4,No,High School,No,Kyiv
352,EMP0352,Male,54,Operations,Coordinator,4617,2010-04-12,16,5,2,No,High School,No,Kyiv
353,EMP0353,Female,42,HR,HR Specialist,9411,2019-08-26,6,3,2,No,High School,No,Kyiv
354,EMP0354,Male,23,Sales,Sales Manager,14682,2012-03-31,14,3,4,Yes,Master,No,Ternopil
355,EMP0355,Female,52,Sales,Sales Manager,4218,2009-11-15,16,3,2,No,High School,Yes,Kyiv
356,EMP0356,Male,34,IT,Support,14482,2009-07-30,17,2,4,Yes,Bachelor,No,Kyiv
357,EMP0357,Female,23,Operations,Coordinator,4933,2025-12-06,0,1,1,No,Master,Yes,Lviv
358,EMP0358,Female,48,HR,HR Specialist,8683,2013-12-14,12,1,4,Yes,High School,Yes,Kyiv
359,EMP0359,Male,39,Operations,Coordinator,16392,2024-01-28,2,3,5,Yes,Master,No,Gdansk
360,EMP0360,Male,29,Finance,Accountant,15734,2011-05-14,15,4,5,No,High School,Yes,Ternopil
361,EMP0361,Male,28,Operations,Coordinator,4184,2025-10-19,0,1,5,No,Master,Yes,Ternopil
362,EMP0362,Female,53,IT,Support,5833,2015-04-15,11,2,2,No,High School,No,Lviv
363,EMP0363,Female,56,Sales,Sales Rep,4698,2008-07-06,18,3,1,No,Bachelor,Yes,Gdansk
364,EMP0364,Male,27,HR,HR Specialist,8171,2021-08-21,4,5,1,No,Master,No,Gdansk
365,EMP0365,Female,41,HR,HR Specialist,10517,2008-05-16,18,2,1,No,Bachelor,Yes,Gdansk
366,EMP0366,Female,51,HR,HR Specialist,11083,2021-08-17,4,4,3,No,Master,Yes,Lviv
367,EMP0367,Male,37,Operations,Coordinator,15518,2018-05-21,8,1,1,Yes,High School,Yes,Gdansk
368,EMP0368,Female,55,Marketing,Marketing Specialist,12342,2024-10-20,1,4,2,No,Master,Yes,Ternopil
369,EMP0369,Male,46,IT,BI Developer,9461,2009-11-14,16,5,1,No,High School,Yes,Lviv
370,EMP0370,Male,51,Finance,Accountant,9378,2020-10-14,5,1,2,No,Bachelor,Yes,Ternopil
371,EMP0371,Male,54,HR,HR Specialist,16467,2024-08-21,1,3,4,No,Master,Yes,Kyiv
372,EMP0372,Female,37,Operations,Coordinator,12980,2022-08-04,3,5,5,No,Master,No,Ternopil
373,EMP0373,Female,35,Marketing,Marketing Specialist,11960,2010-03-27,16,4,3,No,Master,No,Kyiv
374,EMP0374,Male,25,Marketing,Marketing Specialist,11930,2012-05-09,14,3,2,No,Bachelor,Yes,Ternopil
375,EMP0375,Female,28,Marketing,Marketing Specialist,11389,2018-12-31,7,4,4,No,High School,Yes,Gdansk
376,EMP0376,Male,29,Sales,Sales Rep,13814,2025-05-25,1,5,1,No,Bachelor,Yes,Lviv
377,EMP0377,Male,39,HR,HR Specialist,4904,2010-01-07,16,2,4,No,Master,No,Lviv
378,EMP0378,Male,60,IT,BI Developer,14307,2007-05-22,19,5,3,No,High School,No,Gdansk
379,EMP0379,Female,29,Marketing,Marketing Specialist,5278,2019-01-19,7,1,2,No,High School,No,Lviv
380,EMP0380,Male,55,Marketing,Marketing Specialist,11746,2020-11-29,5,1,1,No,High School,Yes,Kyiv
381,EMP0381,Female,23,Operations,Coordinator,14930,2009-12-30,16,5,4,No,Master,No,Ternopil
382,EMP0382,Female,51,Marketing,Marketing Specialist,16047,2013-05-25,13,2,1,No,High School,No,Ternopil
383,EMP0383,Male,54,IT,Data Analyst,3617,2025-10-07,0,4,2,No,Master,No,Kyiv
384,EMP0384,Female,37,IT,BI Developer,17507,2005-10-08,20,5,4,No,Master,No,Gdansk
385,EMP0385,Female,32,IT,BI Developer,9565,2008-10-21,17,5,5,No,Master,No,Ternopil
386,EMP0386,Male,35,Operations,Coordinator,10817,2021-08-27,4,2,1,No,High School,No,Ternopil
387,EMP0387,Male,26,Marketing,Marketing Specialist,16988,2021-01-12,5,2,4,No,Master,Yes,Kyiv
388,EMP0388,Male,45,HR,HR Specialist,10064,2015-06-22,11,5,5,No,High School,Yes,Lviv
389,EMP0389,Male,54,Operations,Coordinator,8185,2012-07-27,14,2,1,No,High School,Yes,Lviv
390,EMP0390,Male,31,Operations,Coordinator,4922,2015-04-01,11,3,4,No,High School,No,Gdansk
391,EMP0391,Male,26,Marketing,Marketing Specialist,12504,2010-07-26,16,3,5,No,Master,No,Ternopil
392,EMP0392,Female,57,IT,Support,3576,2019-12-11,6,3,2,No,High School,Yes,Kyiv
393,EMP0393,Female,55,Marketing,Marketing Specialist,16822,2016-06-02,10,5,3,No,Master,No,Lviv
394,EMP0394,Male,51,HR,HR Specialist,5404,2011-10-06,14,3,1,No,High School,Yes,Lviv
395,EMP0395,Male,37,HR,HR Specialist,7567,2014-11-10,11,3,1,No,High School,No,Kyiv
396,EMP0396,Female,34,Marketing,Marketing Specialist,12899,2011-02-23,15,3,2,No,Master,Yes,Lviv
397,EMP0397,Male,33,Operations,Coordinator,17179,2018-04-17,8,2,5,No,Bachelor,Yes,Kyiv
398,EMP0398,Male,51,Sales,Sales Manager,9581,2007-07-31,19,5,3,No,High School,No,Gdansk
399,EMP0399,Male,57,IT,Support,5601,2018-01-09,8,1,5,No,Master,Yes,Ternopil
400,EMP0400,Female,41,Finance,Accountant,14792,2012-06-01,14,1,1,No,Master,Yes,Ternopil
401,EMP0401,Female,36,HR,HR Specialist,7913,2020-10-23,5,4,5,No,Master,Yes,Gdansk
402,EMP0402,Female,44,Finance,Accountant,17497,2012-08-08,13,4,3,No,Bachelor,Yes,Lviv
403,EMP0403,Female,45,Sales,Sales Manager,6712,2018-10-20,7,2,2,No,Bachelor,Yes,Gdansk
404,EMP0404,Female,52,Finance,Accountant,8415,2005-11-12,20,3,5,No,Bachelor,No,Kyiv
405,EMP0405,Female,51,Operations,Coordinator,17245,2025-04-10,1,1,4,No,Master,No,Ternopil
406,EMP0406,Female,28,Marketing,Marketing Specialist,9252,2015-07-22,11,5,2,No,High School,Yes,Ternopil
407,EMP0407,Female,26,HR,HR Specialist,9743,2009-11-26,16,5,3,No,High School,Yes,Lviv
408,EMP0408,Female,25,Operations,Coordinator,4796,2012-09-12,13,2,3,No,Master,No,Ternopil
409,EMP0409,Female,38,Operations,Coordinator,10789,2006-09-07,19,3,5,No,Master,No,Lviv
410,EMP0410,Female,26,IT,Data Analyst,6950,2022-04-01,4,2,4,Yes,Bachelor,Yes,Gdansk
411,EMP0411,Male,27,Marketing,Marketing Specialist,7800,2026-01-07,0,5,2,Yes,High School,No,Ternopil
412,EMP0412,Male,29,IT,Data Analyst,12130,2016-12-17,9,2,1,Yes,High School,No,Ternopil
413,EMP0413,Female,29,Finance,Financial Analyst,14929,2009-03-16,17,5,2,No,High School,No,Gdansk
414,EMP0414,Male,26,Marketing,Marketing Specialist,10739,2014-11-28,11,3,3,No,Master,Yes,Ternopil
415,EMP0415,Female,39,Sales,Sales Rep,11187,2010-05-25,16,5,1,No,Master,No,Kyiv
416,EMP0416,Male,56,Finance,Financial Analyst,9621,2007-04-07,19,2,4,No,Master,No,Lviv
417,EMP0417,Female,35,IT,Support,7808,2006-01-16,20,1,4,No,High School,No,Ternopil
418,EMP0418,Male,32,Operations,Coordinator,5738,2013-04-27,13,3,1,No,High School,No,Ternopil
419,EMP0419,Male,30,Operations,Coordinator,4313,2020-02-17,6,5,1,No,Bachelor,No,Ternopil
420,EMP0420,Male,26,IT,Support,5968,2012-07-28,14,1,4,No,Master,No,Ternopil
421,EMP0421,Male,42,Finance,Financial Analyst,4814,2011-08-11,14,2,1,No,Master,Yes,Gdansk
422,EMP0422,Male,28,IT,Data Analyst,16085,2018-01-17,8,2,4,No,Bachelor,Yes,Lviv
423,EMP0423,Male,51,Finance,Accountant,9875,2009-08-27,16,3,3,No,High School,Yes,Kyiv
424,EMP0424,Male,44,HR,HR Specialist,4353,2006-03-04,20,2,1,No,High School,No,Ternopil
425,EMP0425,Male,46,Sales,Sales Rep,16429,2017-10-05,8,2,1,Yes,High School,No,Lviv
426,EMP0426,Female,26,HR,HR Specialist,14738,2019-05-12,7,5,3,Yes,Bachelor,No,Lviv
427,EMP0427,Male,41,Operations,Coordinator,12648,2021-11-23,4,3,4,No,Bachelor,No,Ternopil
428,EMP0428,Female,49,Operations,Coordinator,12659,2018-07-11,8,3,5,No,Bachelor,Yes,Ternopil
429,EMP0429,Male,25,HR,HR Specialist,12202,2017-09-28,8,2,4,No,Master,No,Gdansk
430,EMP0430,Female,60,Sales,Sales Manager,7412,2021-07-21,5,3,1,No,Master,Yes,Gdansk
431,EMP0431,Female,47,Marketing,Marketing Specialist,14000,2007-03-12,19,3,1,Yes,High School,Yes,Kyiv
432,EMP0432,Male,52,IT,Data Analyst,6639,2025-04-17,1,1,1,No,High School,No,Gdansk
433,EMP0433,Male,59,Marketing,Marketing Specialist,15261,2025-01-23,1,1,1,No,High School,No,Kyiv
434,EMP0434,Female,44,Finance,Accountant,16512,2014-10-20,11,1,5,No,High School,Yes,Kyiv
435,EMP0435,Male,27,HR,HR Specialist,15381,2019-11-08,6,2,5,No,Bachelor,Yes,Lviv
436,EMP0436,Female,27,Marketing,Marketing Specialist,16054,2008-10-21,17,5,3,No,High School,No,Kyiv
437,EMP0437,Female,31,IT,Data Analyst,12247,2009-01-09,17,5,4,No,Master,No,Ternopil
438,EMP0438,Male,57,Finance,Financial Analyst,12439,2015-09-24,10,2,4,No,High School,No,Ternopil
439,EMP0439,Male,39,Finance,Financial Analyst,13260,2014-08-01,12,1,5,No,Master,Yes,Ternopil
440,EMP0440,Female,56,IT,Data Analyst,11876,2016-07-20,10,5,5,No,Bachelor,Yes,Kyiv
441,EMP0441,Female,44,Finance,Financial Analyst,13038,2022-05-21,4,2,2,No,Master,Yes,Gdansk
442,EMP0442,Female,32,Marketing,Marketing Specialist,11499,2024-02-14,2,5,1,No,High School,No,Kyiv
443,EMP0443,Female,43,Operations,Coordinator,17914,2024-07-01,2,4,4,Yes,Bachelor,Yes,Gdansk
444,EMP0444,Female,55,Sales,Sales Manager,12755,2010-07-12,16,2,3,No,High School,Yes,Lviv
445,EMP0445,Male,35,Sales,Sales Manager,10576,2011-10-02,14,3,4,No,Bachelor,No,Kyiv
446,EMP0446,Female,26,Finance,Accountant,10029,2009-01-10,17,5,4,No,Bachelor,No,Lviv
447,EMP0447,Male,56,Finance,Financial Analyst,13592,2005-10-15,20,5,2,No,Bachelor,No,Gdansk
448,EMP0448,Female,48,HR,HR Specialist,9484,2022-08-21,3,3,2,No,Master,Yes,Ternopil
449,EMP0449,Male,49,IT,BI Developer,4235,2006-12-20,19,2,2,No,Bachelor,Yes,Kyiv
450,EMP0450,Male,39,Operations,Coordinator,3725,2018-09-17,7,3,1,No,Master,No,Kyiv
451,EMP0451,Male,55,HR,HR Specialist,12073,2009-04-16,17,3,5,No,High School,Yes,Kyiv
452,EMP0452,Male,39,Finance,Accountant,6788,2018-05-05,8,5,3,Yes,Master,Yes,Kyiv
453,EMP0453,Male,39,Finance,Financial Analyst,17711,2015-06-07,11,4,2,No,High School,Yes,Ternopil
454,EMP0454,Female,56,Finance,Accountant,15173,2021-04-20,5,1,1,No,High School,No,Ternopil
455,EMP0455,Female,43,Finance,Financial Analyst,9322,2021-07-21,5,3,2,No,Master,Yes,Ternopil
456,EMP0456,Male,30,Finance,Accountant,9099,2009-03-12,17,4,2,Yes,High School,No,Lviv
457,EMP0457,Female,40,Finance,Accountant,13418,2008-05-16,18,3,4,No,Bachelor,Yes,Lviv
458,EMP0458,Male,48,Marketing,Marketing Specialist,16116,2022-02-22,4,2,5,No,Master,Yes,Kyiv
459,EMP0459,Female,47,IT,BI Developer,10237,2022-07-15,4,3,4,No,Bachelor,Yes,Kyiv
460,EMP0460,Female,59,IT,Data Analyst,12790,2025-09-19,0,5,2,No,Bachelor,Yes,Kyiv
461,EMP0461,Female,44,HR,HR Specialist,6514,2011-05-26,15,4,4,No,Bachelor,Yes,Lviv
462,EMP0462,Female,47,IT,Data Analyst,7146,2013-07-25,13,2,2,Yes,Bachelor,No,Gdansk
463,EMP0463,Female,46,Operations,Coordinator,16217,2012-03-28,14,1,5,No,High School,No,Gdansk
464,EMP0464,Female,50,Marketing,Marketing Specialist,17049,2010-06-08,16,1,2,No,High School,No,Kyiv
465,EMP0465,Male,33,Marketing,Marketing Specialist,8270,2009-09-14,16,4,4,No,Master,No,Lviv
466,EMP0466,Male,50,Finance,Financial Analyst,17096,2007-07-07,19,4,1,No,Bachelor,Yes,Lviv
467,EMP0467,Male,32,Finance,Financial Analyst,10933,2015-12-14,10,5,2,No,Bachelor,No,Ternopil
468,EMP0468,Male,49,Operations,Coordinator,13888,2023-06-14,3,3,1,No,High School,No,Lviv
469,EMP0469,Female,57,Finance,Financial Analyst,17775,2025-05-03,1,2,2,No,Bachelor,Yes,Gdansk
470,EMP0470,Male,28,HR,HR Specialist,5655,2012-03-07,14,2,1,No,Master,Yes,Gdansk
471,EMP0471,Female,36,Finance,Financial Analyst,7053,2009-07-31,17,5,4,No,Master,No,Kyiv
472,EMP0472,Female,60,Marketing,Marketing Specialist,13799,2018-10-24,7,5,2,Yes,Bachelor,Yes,Kyiv
473,EMP0473,Male,57,Operations,Coordinator,17230,2025-05-16,1,5,3,No,Bachelor,Yes,Kyiv
474,EMP0474,Female,60,Finance,Accountant,14328,2020-08-20,5,5,5,No,Bachelor,No,Ternopil
475,EMP0475,Female,45,Sales,Sales Rep,16939,2017-02-16,9,1,4,No,Bachelor,No,Gdansk
476,EMP0476,Female,54,IT,Data Analyst,6938,2018-02-13,8,2,5,Yes,Bachelor,Yes,Gdansk
477,EMP0477,Female,37,Operations,Coordinator,12108,2012-09-24,13,5,5,No,Bachelor,No,Gdansk
478,EMP0478,Female,33,Finance,Accountant,3525,2007-04-06,19,1,1,No,High School,Yes,Lviv
479,EMP0479,Female,43,Marketing,Marketing Specialist,12681,2013-07-09,13,2,1,No,High School,No,Ternopil
480,EMP0480,Female,21,Sales,Sales Manager,5365,2016-11-14,9,3,3,No,High School,Yes,Lviv
481,EMP0481,Female,51,IT,BI Developer,16562,2015-08-22,10,1,2,No,Bachelor,No,Ternopil
482,EMP0482,Female,57,Finance,Financial Analyst,15377,2024-11-05,1,3,5,No,Bachelor,Yes,Ternopil
483,EMP0483,Male,42,HR,HR Specialist,9647,2022-03-09,4,5,2,No,High School,No,Lviv
484,EMP0484,Female,23,Marketing,Marketing Specialist,7948,2016-08-04,9,4,1,No,Bachelor,No,Gdansk
485,EMP0485,Male,28,HR,HR Specialist,9631,2010-03-01,16,1,2,Yes,Master,Yes,Gdansk
486,EMP0486,Female,54,Marketing,Marketing Specialist,8584,2020-02-07,6,3,2,Yes,High School,Yes,Lviv
487,EMP0487,Male,21,Operations,Coordinator,8595,2012-01-16,14,1,5,Yes,Master,No,Kyiv
488,EMP0488,Female,34,Sales,Sales Manager,8757,2025-10-07,0,2,2,No,Master,No,Gdansk
489,EMP0489,Male,38,Operations,Coordinator,5375,2018-05-16,8,1,5,No,High School,Yes,Lviv
490,EMP0490,Female,30,Marketing,Marketing Specialist,15040,2009-02-20,17,3,5,No,Bachelor,Yes,Ternopil
491,EMP0491,Male,29,Marketing,Marketing Specialist,3975,2008-12-18,17,4,1,Yes,Master,Yes,Kyiv
492,EMP0492,Female,60,Finance,Financial Analyst,9326,2020-08-04,5,3,3,No,High School,Yes,Gdansk
493,EMP0493,Female,27,Marketing,Marketing Specialist,10964,2023-08-07,2,3,4,No,Bachelor,Yes,Lviv
494,EMP0494,Male,42,Marketing,Marketing Specialist,16423,2015-01-13,11,3,4,No,Bachelor,Yes,Gdansk
495,EMP0495,Male,39,Sales,Sales Manager,16081,2010-12-09,15,3,5,No,Bachelor,Yes,Gdansk
496,EMP0496,Male,40,Operations,Coordinator,12228,2015-10-21,10,4,4,No,Master,Yes,Lviv
497,EMP0497,Male,42,Marketing,Marketing Specialist,6911,2011-01-18,15,5,4,No,High School,No,Lviv
498,EMP0498,Female,28,IT,Support,13202,2023-07-31,2,5,4,No,High School,Yes,Gdansk
499,EMP0499,Male,59,IT,BI Developer,16137,2014-06-27,12,4,3,No,High School,Yes,Kyiv
500,EMP0500,Male,30,IT,Data Analyst,14327,2007-09-12,18,2,4,No,Master,No,Gdansk
501,EMP0501,Female,48,IT,Data Analyst,15260,2016-02-29,10,3,1,No,Bachelor,No,Lviv
502,EMP0502,Male,21,HR,HR Specialist,15023,2014-10-24,11,5,3,Yes,Master,Yes,Lviv
503,EMP0503,Female,46,Finance,Financial Analyst,9751,2006-02-22,20,4,5,No,High School,Yes,Gdansk
504,EMP0504,Female,47,IT,Data Analyst,6027,2009-01-18,17,3,2,No,Bachelor,Yes,Kyiv
505,EMP0505,Female,29,IT,Support,4887,2010-08-31,15,2,4,No,High School,No,Lviv
506,EMP0506,Female,43,Finance,Financial Analyst,7198,2008-12-15,17,2,4,No,Bachelor,No,Lviv
